detection_id,video_id,frame_number,timestamp,ear_tag_detected,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,color_detected,horns_present,activity_label,health_score,location_zone,confidence_score,gait_status,isolation_flag,abnormal_posture_detected,social_group_id,feeding_event_flag
DET00174,VID001,866,2025-11-09 09:26:30,U011,0.11,0.55,0.12,0.43,Brown,Both,Walking,73,Feeding Area,0.839,Limping,False,True,5,False
DET00175,VID001,871,2025-11-09 09:27:00,E013,0.6,0.0,0.21,0.16,Black,Right,Standing,82,Rest Area,0.946,Unstable,False,True,2,False
DET00176,VID001,876,2025-11-09 09:27:30,L008,0.69,0.09,0.18,0.22,Grey,None,Walking,86,Water Zone,0.766,Normal,False,False,6,False
DET00177,VID001,881,2025-11-09 09:28:00,H015,0.78,0.52,0.2,0.19,White,None,Walking,83,Shelter,0.842,Unstable,False,True,5,False
DET00178,VID001,885,2025-11-09 09:28:30,E015,0.51,0.52,0.29,0.35,Reddish,Left,Standing,79,Outdoor Paddock,0.795,Normal,False,False,13,False
DET00179,VID001,891,2025-11-09 09:29:00,F015,0.2,0.54,0.1,0.41,White,Left,Lying,54,Medical Bay,0.957,Normal,False,False,13,False
DET00180,VID001,898,2025-11-09 09:29:30,N008,0.06,0.5,0.08,0.19,White,Right,Grazing,90,Outdoor Paddock,0.852,Normal,False,False,3,False
DET00181,VID001,902,2025-11-09 09:30:00,,0.07,0.78,0.34,0.17,Brown,Right,Grazing,94,Feeding Area,0.824,Normal,False,False,4,False
DET00182,VID001,908,2025-11-09 09:30:30,,0.52,0.05,0.26,0.34,Black,Both,Standing,64,Shelter,0.753,Normal,False,False,14,False
DET00183,VID001,912,2025-11-09 09:31:00,G009,0.64,0.74,0.28,0.16,White,Left,Running,63,Outdoor Paddock,0.765,Normal,False,False,8,False
DET00184,VID001,919,2025-11-09 09:31:30,Z011,0.73,0.14,0.12,0.38,Spotted,Both,Standing,76,Feeding Area,0.761,Limping,False,False,7,True
DET00185,VID001,921,2025-11-09 09:32:00,R018,0.03,0.68,0.27,0.34,Black,Left,Standing,89,Shelter,0.827,Normal,False,False,11,False
DET00186,VID001,925,2025-11-09 09:32:30,P003,0.44,0.04,0.19,0.41,Reddish,Left,Walking,74,Rest Area,0.771,Normal,False,False,13,False
DET00187,VID001,932,2025-11-09 09:33:00,M008,0.39,0.5,0.21,0.37,Black,None,Standing,89,Medical Bay,0.756,Normal,False,False,1,False
DET00188,VID001,937,2025-11-09 09:33:30,,0.56,0.72,0.28,0.15,Spotted,None,Grazing,100,Feeding Area,0.983,Normal,False,True,4,True
DET00189,VID001,944,2025-11-09 09:34:00,T017,0.32,0.83,0.1,0.15,Black,Right,Standing,78,Feeding Area,0.854,Unstable,False,True,6,True
DET00190,VID001,948,2025-11-09 09:34:30,L013,0.28,0.38,0.14,0.43,Black,Both,Standing,65,Medical Bay,0.862,Normal,False,False,4,False
DET00191,VID001,953,2025-11-09 09:35:00,N011,0.72,0.08,0.3,0.22,Mixed,Both,Standing,87,Rest Area,0.786,Normal,False,False,1,False
DET00192,VID001,957,2025-11-09 09:35:30,I018,0.03,0.34,0.2,0.37,Black,Both,Grazing,95,Feeding Area,0.779,Normal,False,False,4,True
DET00193,VID001,962,2025-11-09 09:36:00,W000,0.55,0.49,0.15,0.39,White,Both,Standing,80,Medical Bay,0.944,Normal,False,False,2,False
DET00194,VID001,965,2025-11-09 09:36:30,C011,0.14,0.49,0.3,0.25,White,Right,Walking,70,Rest Area,0.802,Normal,False,False,1,False
DET00195,VID001,974,2025-11-09 09:37:00,M011,0.55,0.42,0.32,0.28,White,Left,Grazing,83,Feeding Area,0.904,Normal,False,False,9,True
DET00196,VID001,978,2025-11-09 09:37:30,S007,0.41,0.66,0.17,0.31,Brown,Right,Grazing,70,Outdoor Paddock,0.893,Normal,False,False,13,False
DET00197,VID001,983,2025-11-09 09:38:00,N005,0.5,0.2,0.12,0.2,Black,Left,Grazing,95,Feeding Area,0.933,Limping,False,False,7,True
DET00198,VID001,986,2025-11-09 09:38:30,E006,0.27,0.63,0.18,0.32,Mixed,Left,Lying,68,Water Zone,0.885,Normal,False,False,8,False
DET00199,VID001,994,2025-11-09 09:39:00,Z002,0.03,0.05,0.24,0.13,Grey,Both,Grazing,89,Feeding Area,0.944,Normal,False,False,14,True
DET00200,VID001,995,2025-11-09 09:39:30,,0.6,0.12,0.11,0.29,Brown,Both,Grazing,100,Outdoor Paddock,0.891,Normal,False,False,12,False
DET00201,VID002,3,2025-11-09 09:40:00,X003,0.41,0.27,0.27,0.31,Spotted,Left,Standing,78,Water Zone,0.841,Normal,False,False,1,False
DET00202,VID002,9,2025-11-09 09:40:30,N009,0.82,0.03,0.24,0.42,Spotted,None,Walking,68,Medical Bay,0.784,Normal,False,False,3,False
DET00203,VID002,10,2025-11-09 09:41:00,I006,0.54,0.75,0.2,0.21,Black,Both,Grazing,95,Feeding Area,0.923,Normal,False,False,3,True
DET00204,VID002,18,2025-11-09 09:41:30,R019,0.46,0.09,0.21,0.41,Mixed,None,Standing,62,Feeding Area,0.821,Normal,False,False,3,True
DET00205,VID002,21,2025-11-09 09:42:00,C000,0.8,0.83,0.17,0.45,Grey,Both,Grazing,90,Feeding Area,0.896,Normal,False,False,4,True
DET00206,VID002,29,2025-11-09 09:42:30,L007,0.46,0.56,0.16,0.15,Grey,Right,Standing,71,Feeding Area,0.853,Normal,False,False,4,False
DET00207,VID002,31,2025-11-09 09:43:00,O018,0.83,0.4,0.11,0.38,Grey,Right,Lying,58,Feeding Area,0.904,Normal,False,False,3,False
DET00208,VID002,38,2025-11-09 09:43:30,,0.37,0.22,0.31,0.31,Black,Both,Standing,71,Outdoor Paddock,0.849,Normal,False,False,7,False
DET00209,VID002,44,2025-11-09 09:44:00,B008,0.58,0.8,0.23,0.2,Brown,Both,Grazing,97,Feeding Area,0.871,Limping,False,False,10,False
DET00210,VID002,48,2025-11-09 09:44:30,I011,0.83,0.69,0.11,0.26,Mixed,Right,Standing,86,Shelter,0.785,Normal,False,False,13,False
DET00211,VID002,50,2025-11-09 09:45:00,,0.47,0.47,0.31,0.29,Reddish,Both,Walking,84,Outdoor Paddock,0.875,Normal,False,False,10,False
DET00212,VID002,59,2025-11-09 09:45:30,W002,0.09,0.09,0.29,0.38,Reddish,Left,Lying,58,Medical Bay,0.907,Normal,False,False,7,False
DET00213,VID002,61,2025-11-09 09:46:00,I017,0.59,0.03,0.32,0.23,Black,Both,Walking,94,Rest Area,0.965,Normal,False,False,5,False
DET00214,VID002,68,2025-11-09 09:46:30,J001,0.08,0.74,0.12,0.44,Grey,Left,Grazing,83,Feeding Area,0.795,Normal,False,False,13,True
DET00215,VID002,72,2025-11-09 09:47:00,A007,0.67,0.06,0.27,0.25,Reddish,Both,Standing,88,Water Zone,0.951,Normal,False,False,12,False
DET00216,VID002,76,2025-11-09 09:47:30,Q003,0.39,0.34,0.33,0.34,Black,Left,Grazing,84,Feeding Area,0.981,Normal,False,False,14,True
DET00217,VID002,80,2025-11-09 09:48:00,T015,0.04,0.73,0.29,0.19,Black,None,Walking,73,Shelter,0.848,Normal,False,False,1,False
DET00218,VID002,88,2025-11-09 09:48:30,H002,0.15,0.68,0.14,0.32,Brown,Left,Grazing,82,Outdoor Paddock,0.86,Normal,False,False,10,False
DET00219,VID002,93,2025-11-09 09:49:00,A007,0.43,0.56,0.31,0.24,Mixed,Left,Grazing,73,Outdoor Paddock,0.765,Unstable,False,False,5,False
DET00220,VID002,97,2025-11-09 09:49:30,A009,0.65,0.76,0.3,0.38,Spotted,Right,Walking,86,Water Zone,0.923,Normal,False,False,7,False
DET00221,VID002,103,2025-11-09 09:50:00,B016,0.5,0.85,0.3,0.23,Mixed,None,Walking,85,Medical Bay,0.968,Normal,False,False,14,False
DET00222,VID002,109,2025-11-09 09:50:30,E019,0.4,0.63,0.28,0.3,Black,Left,Walking,72,Rest Area,0.804,Limping,False,False,6,False
DET00223,VID002,112,2025-11-09 09:51:00,X014,0.72,0.4,0.31,0.31,Spotted,Both,Grazing,76,Feeding Area,0.958,Normal,False,False,14,False
DET00224,VID002,116,2025-11-09 09:51:30,D003,0.76,0.84,0.12,0.4,Black,Both,Grazing,90,Feeding Area,0.825,Normal,False,False,13,False
DET00225,VID002,121,2025-11-09 09:52:00,N001,0.66,0.11,0.2,0.26,Grey,Right,Grazing,71,Feeding Area,0.925,Unstable,False,False,9,False
DET00226,VID002,125,2025-11-09 09:52:30,M014,0.19,0.75,0.16,0.15,Spotted,Left,Standing,86,Feeding Area,0.822,Normal,False,False,6,True
DET00227,VID002,131,2025-11-09 09:53:00,U003,0.42,0.64,0.12,0.42,Reddish,Right,Standing,67,Shelter,0.986,Normal,True,False,2,False
DET00228,VID002,137,2025-11-09 09:53:30,O011,0.03,0.75,0.15,0.3,White,Both,Walking,85,Feeding Area,0.762,Normal,False,False,5,False
DET00229,VID002,143,2025-11-09 09:54:00,K010,0.59,0.54,0.16,0.34,Mixed,Left,Walking,87,Water Zone,0.851,Limping,False,False,5,False
DET00230,VID002,145,2025-11-09 09:54:30,Z009,0.17,0.17,0.15,0.29,Black,Left,Walking,74,Water Zone,0.759,Normal,False,False,6,False
DET00231,VID002,151,2025-11-09 09:55:00,,0.57,0.77,0.31,0.34,Black,Both,Walking,67,Shelter,0.924,Limping,False,False,5,False
DET00232,VID002,157,2025-11-09 09:55:30,F002,0.69,0.74,0.31,0.24,Mixed,Left,Grazing,73,Feeding Area,0.954,Limping,True,True,11,False
DET00233,VID002,162,2025-11-09 09:56:00,W018,0.53,0.75,0.11,0.39,Black,Both,Grazing,100,Outdoor Paddock,0.815,Normal,False,False,11,False
DET00234,VID002,166,2025-11-09 09:56:30,,0.59,0.05,0.33,0.17,Grey,Right,Running,76,Medical Bay,0.794,Normal,False,True,11,False
DET00235,VID002,171,2025-11-09 09:57:00,Y019,0.1,0.35,0.09,0.21,Brown,Both,Walking,86,Outdoor Paddock,0.934,Normal,False,False,11,False
DET00236,VID002,177,2025-11-09 09:57:30,J004,0.6,0.08,0.26,0.2,Brown,Right,Standing,86,Outdoor Paddock,0.964,Normal,True,False,9,False
DET00237,VID002,183,2025-11-09 09:58:00,S010,0.14,0.64,0.17,0.23,Brown,Both,Grazing,87,Outdoor Paddock,0.847,Normal,False,False,8,False
DET00238,VID002,185,2025-11-09 09:58:30,W017,0.27,0.83,0.28,0.13,Grey,Right,Standing,77,Feeding Area,0.948,Normal,False,False,15,True
DET00239,VID002,191,2025-11-09 09:59:00,X007,0.81,0.31,0.09,0.19,Grey,Left,Grazing,89,Outdoor Paddock,0.922,Normal,False,False,11,False
DET00240,VID002,196,2025-11-09 09:59:30,,0.3,0.54,0.3,0.3,Brown,Both,Standing,65,Medical Bay,0.784,Normal,False,False,10,False
DET00241,VID002,201,2025-11-09 10:00:00,V012,0.72,0.18,0.3,0.18,Brown,Both,Walking,66,Shelter,0.951,Normal,False,False,11,False
DET00242,VID002,209,2025-11-09 10:00:30,G017,0.82,0.0,0.28,0.3,Grey,Right,Lying,74,Water Zone,0.916,Normal,False,False,11,False
DET00243,VID002,214,2025-11-09 10:01:00,Q009,0.43,0.33,0.34,0.42,Reddish,None,Grazing,100,Outdoor Paddock,0.983,Normal,False,False,12,False
DET00244,VID002,219,2025-11-09 10:01:30,J018,0.47,0.27,0.28,0.3,Black,None,Standing,82,Rest Area,0.915,Limping,False,False,3,False
DET00245,VID002,224,2025-11-09 10:02:00,G012,0.27,0.1,0.18,0.28,Spotted,Right,Walking,93,Outdoor Paddock,0.819,Normal,False,False,1,False
DET00246,VID002,228,2025-11-09 10:02:30,,0.57,0.17,0.28,0.17,Brown,Left,Standing,61,Shelter,0.938,Normal,False,False,8,False
DET00247,VID002,230,2025-11-09 10:03:00,I011,0.63,0.74,0.28,0.31,Black,Left,Walking,66,Medical Bay,0.843,Unstable,False,True,9,False
DET00248,VID002,235,2025-11-09 10:03:30,,0.21,0.53,0.29,0.41,Reddish,None,Lying,72,Shelter,0.905,Normal,False,False,13,False
DET00249,VID002,241,2025-11-09 10:04:00,J001,0.84,0.06,0.34,0.36,White,Right,Standing,68,Outdoor Paddock,0.813,Normal,False,True,8,False
DET00250,VID002,246,2025-11-09 10:04:30,,0.79,0.51,0.29,0.33,Reddish,Left,Grazing,88,Outdoor Paddock,0.767,Normal,False,False,9,False
DET00251,VID002,250,2025-11-09 10:05:00,I003,0.35,0.46,0.1,0.19,Black,Left,Grazing,79,Feeding Area,0.978,Normal,False,False,13,True
DET00252,VID002,255,2025-11-09 10:05:30,,0.29,0.2,0.25,0.42,Black,Both,Walking,75,Medical Bay,0.97,Limping,False,False,5,False
DET00253,VID002,260,2025-11-09 10:06:00,Q001,0.65,0.44,0.22,0.28,Brown,None,Grazing,72,Feeding Area,0.79,Unstable,False,True,2,True
DET00254,VID002,266,2025-11-09 10:06:30,V014,0.71,0.17,0.3,0.41,Mixed,Right,Walking,95,Feeding Area,0.929,Normal,False,False,2,False
DET00255,VID002,270,2025-11-09 10:07:00,,0.68,0.47,0.24,0.2,Brown,Right,Grazing,90,Outdoor Paddock,0.854,Normal,False,False,11,False
DET00256,VID002,279,2025-11-09 10:07:30,,0.63,0.04,0.31,0.24,Spotted,Both,Grazing,91,Outdoor Paddock,0.896,Normal,False,False,14,False
DET00257,VID002,280,2025-11-09 10:08:00,B006,0.19,0.63,0.3,0.4,Brown,None,Grazing,98,Outdoor Paddock,0.98,Normal,False,False,1,False
DET00258,VID002,285,2025-11-09 10:08:30,U003,0.46,0.8,0.16,0.37,Mixed,Left,Standing,88,Shelter,0.954,Normal,False,False,5,False
DET00259,VID002,291,2025-11-09 10:09:00,,0.57,0.48,0.09,0.37,Spotted,Right,Walking,67,Rest Area,0.911,Normal,False,False,6,False
DET00260,VID002,297,2025-11-09 10:09:30,,0.56,0.09,0.25,0.42,Brown,Right,Grazing,89,Outdoor Paddock,0.916,Normal,False,False,7,False
DET00261,VID002,301,2025-11-09 10:10:00,,0.21,0.19,0.28,0.26,Reddish,Left,Standing,83,Rest Area,0.961,Normal,False,False,9,False
DET00262,VID002,305,2025-11-09 10:10:30,F001,0.07,0.24,0.3,0.41,Black,Left,Walking,85,Feeding Area,0.925,Limping,False,False,14,False
DET00263,VID002,314,2025-11-09 10:11:00,N007,0.5,0.77,0.23,0.3,Spotted,Right,Walking,69,Rest Area,0.844,Limping,False,False,3,False
DET00264,VID002,318,2025-11-09 10:11:30,E012,0.34,0.43,0.26,0.4,Reddish,None,Walking,69,Medical Bay,0.788,Normal,False,False,3,False
DET00265,VID002,323,2025-11-09 10:12:00,C001,0.19,0.41,0.1,0.24,White,None,Grazing,95,Outdoor Paddock,0.843,Limping,False,True,11,False
DET00266,VID002,327,2025-11-09 10:12:30,,0.82,0.54,0.15,0.36,Spotted,None,Grazing,82,Outdoor Paddock,0.891,Limping,False,True,15,False
DET00267,VID002,331,2025-11-09 10:13:00,S001,0.69,0.29,0.29,0.41,White,None,Grazing,77,Feeding Area,0.873,Normal,False,False,10,True
DET00268,VID002,335,2025-11-09 10:13:30,V004,0.69,0.61,0.21,0.28,Black,None,Walking,78,Feeding Area,0.808,Normal,False,False,9,False
DET00269,VID002,340,2025-11-09 10:14:00,H010,0.05,0.22,0.13,0.44,Spotted,Both,Lying,73,Shelter,0.947,Limping,False,False,8,False
DET00270,VID002,348,2025-11-09 10:14:30,Q010,0.35,0.12,0.24,0.37,Spotted,Left,Standing,81,Rest Area,0.971,Normal,False,False,3,False
DET00271,VID002,350,2025-11-09 10:15:00,,0.44,0.77,0.26,0.39,Spotted,Both,Standing,88,Outdoor Paddock,0.894,Limping,False,False,2,False
DET00272,VID002,358,2025-11-09 10:15:30,U003,0.51,0.7,0.32,0.38,Mixed,Right,Grazing,81,Feeding Area,0.917,Normal,False,False,13,True
DET00273,VID002,364,2025-11-09 10:16:00,U009,0.65,0.59,0.11,0.16,Grey,None,Lying,52,Rest Area,0.894,Normal,False,True,12,False
DET00274,VID002,365,2025-11-09 10:16:30,G000,0.44,0.32,0.14,0.39,Grey,Left,Standing,73,Shelter,0.89,Normal,False,False,10,False
DET00275,VID002,372,2025-11-09 10:17:00,U006,0.64,0.35,0.29,0.28,Brown,Right,Grazing,79,Outdoor Paddock,0.936,Normal,False,False,2,False
DET00276,VID002,376,2025-11-09 10:17:30,J016,0.81,0.09,0.22,0.38,Reddish,Both,Standing,90,Shelter,0.751,Normal,False,False,7,False
DET00277,VID002,380,2025-11-09 10:18:00,,0.19,0.07,0.09,0.25,Grey,Left,Walking,84,Feeding Area,0.977,Normal,False,False,4,False
DET00278,VID002,389,2025-11-09 10:18:30,B014,0.67,0.43,0.27,0.32,Mixed,Both,Grazing,90,Feeding Area,0.984,Normal,False,False,11,True
DET00279,VID002,394,2025-11-09 10:19:00,A015,0.63,0.06,0.1,0.21,Reddish,Left,Grazing,96,Outdoor Paddock,0.804,Unstable,False,False,1,False
DET00280,VID002,397,2025-11-09 10:19:30,Z018,0.09,0.06,0.16,0.43,Reddish,Left,Lying,76,Outdoor Paddock,0.81,Normal,False,False,4,False
DET00281,VID002,402,2025-11-09 10:20:00,X009,0.58,0.76,0.31,0.28,Brown,Both,Grazing,95,Feeding Area,0.912,Normal,False,False,9,True
DET00282,VID002,407,2025-11-09 10:20:30,E015,0.34,0.64,0.17,0.3,Black,Right,Grazing,76,Outdoor Paddock,0.794,Normal,False,False,12,False
DET00283,VID002,411,2025-11-09 10:21:00,M007,0.74,0.18,0.13,0.2,Spotted,Left,Standing,63,Feeding Area,0.971,Normal,False,False,13,True
DET00284,VID002,415,2025-11-09 10:21:30,T000,0.53,0.42,0.35,0.42,Reddish,Left,Grazing,94,Outdoor Paddock,0.845,Normal,False,False,7,False
DET00285,VID002,423,2025-11-09 10:22:00,B013,0.43,0.33,0.27,0.18,White,Right,Grazing,70,Feeding Area,0.912,Normal,False,False,14,True
DET00286,VID002,429,2025-11-09 10:22:30,N015,0.4,0.52,0.18,0.28,Black,Right,Walking,76,Rest Area,0.955,Normal,False,False,10,False
DET00287,VID002,431,2025-11-09 10:23:00,K018,0.23,0.2,0.2,0.25,Black,None,Grazing,70,Feeding Area,0.851,Normal,False,False,9,True
DET00288,VID002,438,2025-11-09 10:23:30,C015,0.73,0.04,0.11,0.17,Black,Left,Grazing,90,Feeding Area,0.858,Normal,False,False,15,True
DET00289,VID002,442,2025-11-09 10:24:00,,0.1,0.74,0.34,0.19,Spotted,None,Resting,72,Shelter,0.828,Normal,False,False,2,False
DET00290,VID002,448,2025-11-09 10:24:30,X014,0.54,0.12,0.13,0.39,Brown,Right,Walking,83,Medical Bay,0.954,Normal,False,False,6,False
DET00291,VID002,452,2025-11-09 10:25:00,E019,0.55,0.23,0.2,0.4,Brown,Right,Grazing,75,Feeding Area,0.78,Normal,False,False,12,False
DET00292,VID002,456,2025-11-09 10:25:30,E017,0.05,0.75,0.23,0.13,Grey,Both,Standing,79,Water Zone,0.77,Limping,False,True,12,False
DET00293,VID002,462,2025-11-09 10:26:00,G009,0.11,0.71,0.09,0.34,Reddish,Left,Lying,64,Outdoor Paddock,0.974,Normal,False,False,9,False
DET00294,VID002,466,2025-11-09 10:26:30,X007,0.54,0.54,0.23,0.29,Mixed,Left,Lying,65,Outdoor Paddock,0.805,Normal,False,False,3,False
DET00295,VID002,472,2025-11-09 10:27:00,,0.44,0.64,0.12,0.21,Spotted,Both,Walking,80,Medical Bay,0.822,Normal,False,False,13,False
DET00296,VID002,475,2025-11-09 10:27:30,J013,0.35,0.48,0.19,0.17,Mixed,Right,Running,62,Rest Area,0.769,Normal,False,False,10,False
DET00297,VID002,482,2025-11-09 10:28:00,M000,0.45,0.23,0.13,0.14,Black,Left,Standing,74,Outdoor Paddock,0.859,Normal,False,False,3,False
DET00298,VID002,485,2025-11-09 10:28:30,B002,0.16,0.09,0.15,0.36,Mixed,Both,Standing,64,Feeding Area,0.868,Normal,False,False,6,True
DET00299,VID002,490,2025-11-09 10:29:00,R003,0.64,0.12,0.15,0.25,Spotted,Right,Standing,88,Rest Area,0.946,Normal,False,False,4,False
DET00300,VID002,498,2025-11-09 10:29:30,W013,0.21,0.85,0.13,0.36,White,None,Grazing,91,Outdoor Paddock,0.975,Normal,False,False,9,False
DET00301,VID002,504,2025-11-09 10:30:00,,0.41,0.25,0.18,0.14,Mixed,None,Resting,70,Shelter,0.828,Normal,False,False,13,False
DET00302,VID002,506,2025-11-09 10:30:30,,0.04,0.67,0.21,0.32,Brown,Both,Standing,75,Feeding Area,0.915,Normal,False,False,1,False
DET00303,VID002,511,2025-11-09 10:31:00,O010,0.09,0.41,0.17,0.3,Mixed,Left,Running,69,Shelter,0.796,Normal,False,False,15,False
DET00304,VID002,515,2025-11-09 10:31:30,W008,0.48,0.46,0.21,0.31,Spotted,Left,Grazing,84,Outdoor Paddock,0.958,Normal,False,False,9,False
DET00305,VID002,521,2025-11-09 10:32:00,P019,0.22,0.31,0.08,0.33,Grey,None,Lying,69,Rest Area,0.936,Normal,False,False,9,False
DET00306,VID002,528,2025-11-09 10:32:30,I019,0.42,0.47,0.25,0.23,Mixed,Left,Standing,76,Shelter,0.766,Normal,False,False,4,False
DET00307,VID002,530,2025-11-09 10:33:00,F001,0.03,0.55,0.18,0.28,Spotted,Left,Standing,67,Outdoor Paddock,0.922,Normal,False,False,15,False
DET00308,VID002,535,2025-11-09 10:33:30,G014,0.05,0.47,0.33,0.26,Brown,Both,Running,63,Outdoor Paddock,0.76,Normal,False,False,9,False
DET00309,VID002,540,2025-11-09 10:34:00,,0.2,0.33,0.13,0.34,Spotted,None,Grazing,87,Outdoor Paddock,0.929,Normal,False,False,12,False
DET00310,VID002,548,2025-11-09 10:34:30,I010,0.67,0.47,0.22,0.34,Spotted,Right,Lying,78,Rest Area,0.882,Unstable,False,False,11,False
DET00311,VID002,553,2025-11-09 10:35:00,Q011,0.52,0.48,0.14,0.37,Mixed,Left,Grazing,84,Outdoor Paddock,0.98,Normal,True,False,1,False
DET00312,VID002,559,2025-11-09 10:35:30,,0.76,0.01,0.35,0.19,Brown,Both,Walking,95,Shelter,0.947,Limping,False,False,10,False
DET00313,VID002,561,2025-11-09 10:36:00,,0.39,0.13,0.15,0.41,Black,None,Grazing,79,Feeding Area,0.887,Normal,False,False,6,True
DET00314,VID002,566,2025-11-09 10:36:30,U000,0.59,0.49,0.33,0.32,Brown,Both,Walking,83,Medical Bay,0.769,Normal,False,False,14,False
DET00315,VID002,573,2025-11-09 10:37:00,S008,0.1,0.65,0.28,0.4,White,Right,Standing,76,Feeding Area,0.827,Normal,False,False,3,False
DET00316,VID002,578,2025-11-09 10:37:30,M010,0.51,0.43,0.14,0.22,Grey,None,Standing,62,Medical Bay,0.887,Normal,False,False,9,False
DET00317,VID002,583,2025-11-09 10:38:00,G013,0.65,0.41,0.13,0.25,Spotted,None,Grazing,93,Feeding Area,0.808,Normal,False,False,10,False
DET00318,VID002,588,2025-11-09 10:38:30,R016,0.16,0.29,0.26,0.37,Black,Left,Walking,90,Medical Bay,0.9,Normal,False,False,11,False
DET00319,VID002,592,2025-11-09 10:39:00,L005,0.72,0.1,0.09,0.43,Black,Left,Standing,82,Feeding Area,0.823,Normal,False,False,4,True
DET00320,VID002,599,2025-11-09 10:39:30,C001,0.41,0.62,0.12,0.35,White,Right,Grazing,91,Feeding Area,0.811,Normal,False,False,5,False
DET00321,VID002,600,2025-11-09 10:40:00,,0.56,0.56,0.33,0.24,White,Both,Grazing,98,Outdoor Paddock,0.805,Normal,False,False,6,False
DET00322,VID002,608,2025-11-09 10:40:30,B004,0.07,0.17,0.34,0.31,Mixed,Both,Standing,89,Outdoor Paddock,0.823,Normal,False,True,11,False
DET00323,VID002,612,2025-11-09 10:41:00,P009,0.2,0.83,0.22,0.39,Mixed,Left,Lying,78,Feeding Area,0.977,Limping,False,True,7,False
DET00324,VID002,616,2025-11-09 10:41:30,,0.32,0.82,0.25,0.33,Black,Right,Standing,64,Medical Bay,0.983,Limping,False,False,4,False
DET00325,VID002,621,2025-11-09 10:42:00,J000,0.68,0.73,0.16,0.35,Spotted,None,Grazing,99,Feeding Area,0.907,Normal,False,False,9,True
DET00326,VID002,625,2025-11-09 10:42:30,Q019,0.75,0.62,0.29,0.41,Grey,Right,Grazing,93,Outdoor Paddock,0.786,Normal,False,True,10,False
DET00327,VID002,634,2025-11-09 10:43:00,D000,0.52,0.51,0.14,0.13,White,Right,Standing,87,Outdoor Paddock,0.863,Normal,False,False,8,False
DET00328,VID002,636,2025-11-09 10:43:30,L011,0.03,0.65,0.08,0.21,Grey,None,Walking,71,Water Zone,0.766,Limping,False,False,8,False
DET00329,VID002,642,2025-11-09 10:44:00,T008,0.21,0.34,0.09,0.36,Grey,Left,Grazing,100,Feeding Area,0.875,Normal,False,True,4,True
DET00330,VID002,648,2025-11-09 10:44:30,C000,0.47,0.44,0.25,0.14,Brown,Right,Grazing,79,Outdoor Paddock,0.861,Normal,False,False,9,False
DET00331,VID002,651,2025-11-09 10:45:00,H001,0.38,0.61,0.11,0.38,Mixed,None,Grazing,80,Outdoor Paddock,0.756,Normal,False,False,15,False
DET00332,VID002,658,2025-11-09 10:45:30,,0.28,0.55,0.27,0.17,Mixed,Both,Standing,82,Medical Bay,0.902,Normal,False,False,9,False
DET00333,VID002,664,2025-11-09 10:46:00,T007,0.47,0.04,0.13,0.23,Reddish,None,Standing,64,Water Zone,0.935,Normal,False,False,8,False
DET00334,VID002,667,2025-11-09 10:46:30,G000,0.76,0.82,0.08,0.37,White,Right,Grazing,85,Feeding Area,0.896,Normal,False,False,8,True
DET00335,VID002,670,2025-11-09 10:47:00,A006,0.21,0.47,0.25,0.3,Reddish,None,Standing,64,Feeding Area,0.907,Normal,False,False,14,True
DET00336,VID002,677,2025-11-09 10:47:30,C010,0.09,0.84,0.12,0.21,Mixed,None,Resting,86,Shelter,0.974,Normal,False,False,7,False
DET00337,VID002,680,2025-11-09 10:48:00,R003,0.47,0.25,0.12,0.35,Brown,Left,Grazing,86,Feeding Area,0.917,Normal,False,False,11,True
DET00338,VID002,685,2025-11-09 10:48:30,J005,0.51,0.67,0.27,0.26,Reddish,Left,Grazing,88,Outdoor Paddock,0.973,Normal,False,False,8,False
DET00339,VID002,693,2025-11-09 10:49:00,T004,0.52,0.6,0.34,0.12,White,Right,Walking,68,Shelter,0.954,Normal,False,False,6,False
DET00340,VID002,697,2025-11-09 10:49:30,G012,0.18,0.54,0.27,0.2,White,Left,Grazing,87,Outdoor Paddock,0.934,Normal,False,False,10,False
DET00341,VID002,704,2025-11-09 10:50:00,Q012,0.15,0.28,0.17,0.34,Grey,Both,Walking,80,Water Zone,0.901,Limping,False,True,13,False
DET00342,VID002,708,2025-11-09 10:50:30,C017,0.71,0.25,0.28,0.22,Spotted,Both,Standing,81,Rest Area,0.942,Limping,False,False,5,False
DET00343,VID002,710,2025-11-09 10:51:00,T004,0.53,0.72,0.23,0.25,Spotted,Both,Lying,74,Rest Area,0.919,Normal,True,False,8,False
DET00344,VID002,716,2025-11-09 10:51:30,Q009,0.81,0.18,0.16,0.16,Reddish,Both,Walking,94,Feeding Area,0.857,Normal,False,False,4,False
DET00345,VID002,722,2025-11-09 10:52:00,L010,0.74,0.26,0.17,0.37,White,None,Standing,61,Medical Bay,0.843,Limping,False,True,1,False
DET00346,VID002,729,2025-11-09 10:52:30,R001,0.4,0.04,0.22,0.34,Brown,Both,Grazing,79,Feeding Area,0.827,Normal,False,False,8,True
DET00347,VID002,732,2025-11-09 10:53:00,,0.23,0.01,0.25,0.29,Black,Left,Grazing,78,Feeding Area,0.976,Normal,False,False,5,True
DET00348,VID002,737,2025-11-09 10:53:30,C011,0.11,0.4,0.26,0.15,White,Both,Grazing,75,Outdoor Paddock,0.898,Normal,False,False,11,False
